left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,left_eye_inner_corner_x,left_eye_inner_corner_y,left_eye_outer_corner_x,left_eye_outer_corner_y,right_eye_inner_corner_x,right_eye_inner_corner_y,right_eye_outer_corner_x,right_eye_outer_corner_y,left_eyebrow_inner_end_x,left_eyebrow_inner_end_y,left_eyebrow_outer_end_x,left_eyebrow_outer_end_y,right_eyebrow_inner_end_x,right_eyebrow_inner_end_y,right_eyebrow_outer_end_x,right_eyebrow_outer_end_y,nose_tip_x,nose_tip_y,mouth_left_corner_x,mouth_left_corner_y,mouth_right_corner_x,mouth_right_corner_y,mouth_center_top_lip_x,mouth_center_top_lip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
65.23018868,34.34264151,28.80271698,33.93781132,58.75381132,35.55713208,70.08633962,35.55713208,34.46943396,35.15230189,24.35049057,35.55713208,53.89675472,28.27109434,76.15788679,28.27109434,38.51683019,26.24784906,16.6605283,27.86716981,47.42128302,51.74671698,57.13449057,71.57977358,34.06460377,70.77011321,46.46943396,65.26007547,46.20679245,81.69781132
66.7376,39.8864,30.2704,38.8144,61.0176,39.8864,73.1736,41.3168,36.348,39.8864,24.9072,39.5288,55.6544,29.876,81.0392,35.596,44.2136,29.1608,15.612,34.1664,48.504,56.6904,61.7328,82.432,33.488,81.36,48.504,72.7792,47.7888,94.588
66.57473684,37.308,30.44526316,37.308,59.03621053,38.27684211,73.91305263,38.43663158,38.05389474,38.35136842,23.67157895,38.71894737,57.82421053,27.14652632,79.27578947,30.53368421,38.91347368,27.71115789,18.87284211,29.96905263,50.10821053,54.54505263,64.03389474,74.28378947,35.244,74.84778947,49.07431579,68.35578947,49.63894737,83.88
65.27058824,34.94023529,33.0227451,32.97694118,60.50321569,34.94023529,70.03733333,36.34196078,36.94870588,34.09882353,27.69505882,34.37929412,58.26007843,29.89239216,75.36501961,29.33145098,40.34572549,29.16831373,22.64784314,27.6492549,47.88454902,52.88658824,57.13819608,68.58917647,34.98541176,67.18745098,46.48282353,63.54196078,46.20235294,74.19796078
66.60715789,38.93810526,28.59621053,36.30315789,61.71452632,38.93810526,73.00463158,40.44294737,34.61810526,37.43242105,22.57431579,37.43242105,56.82189474,30.65852632,78.65010526,31.78694737,37.25221053,29.52926316,16.55326316,28.02357895,47.03663158,54.368,61.33810526,76.19536842,31.23031579,74.31410526,45.53178947,70.55073684,44.77894737,84.47494737
68.49129412,35.90023529,27.83121569,37.02211765,62.32219608,36.18070588,74.37992157,37.30258824,34.84172549,37.02211765,21.38164706,38.42447059,57.83529412,26.08608627,81.38980392,26.9273098,38.20611765,26.9273098,13.53035294,30.57254902,50.26447059,56.65129412,64.00439216,79.36439216,36.52392157,77.96266667,49.70352941,71.23262745,49.42305882,85.81396078
66.67694118,33.94122353,30.71364706,36.14950588,60.36705882,35.20312941,71.724,33.31030588,36.70729412,36.46496471,24.08894118,36.14950588,59.42117647,29.84018824,77.08729412,27.63197647,38.916,31.41755294,17.97741176,30.75515294,49.32635294,60.44047059,64.46823529,72.42776471,35.76141176,73.05882353,50.27223529,71.79670588,50.58776471,82.52258824
66.85042759,35.63698759,32.52811034,36.52462345,61.2288,36.52462345,71.58488276,35.34110897,38.14973793,37.41232552,26.01864828,37.1164469,59.04198621,31.92516414,76.02273103,28.8316469,40.51663448,32.08637793,21.87608276,32.67813517,49.68893793,58.12435862,65.37070345,71.43922759,35.78284138,71.73451034,50.28082759,70.25544828,49.68893793,80.61153103
67.83950769,38.59790769,28.01673846,36.39773538,60.13932308,39.69796923,76.86055385,40.35800615,38.35766154,38.37789538,20.53612308,37.05777231,57.71913846,27.37708308,85.88110769,34.19756308,41.43753846,24.51687385,13.27556923,26.49703385,48.0384,54.87901538,66.51963077,78.8608,27.79667692,77.54092308,47.15815385,70.50043077,46.27790769,88.98166154
69.23345455,40.02152727,25.55083636,38.07185455,60.26269091,40.02152727,76.25454545,40.41163636,33.35127273,38.46196364,17.74952727,38.85207273,59.48334545,28.32087273,83.3376,33.28756364,35.30094545,25.98109091,11.89963636,28.32087273,45.83214545,60.30283636,62.21323636,81.36436364,29.45105455,81.36436364,46.61236364,76.6848,45.83214545,93.456
65.5956,36.6264,31.5408,39.3078,59.1474,37.9068,72.8352,36.8946,37.9764,39.8442,24.204,39.9852,57.5508,27.50934,77.9298,29.92266,38.5128,30.1908,18.6702,34.4811,51.1158,55.3962,66.1314,70.6806,36.9036,73.362,50.8476,67.9992,51.3834,82.7472
64.76246617,34.93338947,31.85972932,37.19148271,59.92421053,35.90111278,70.56938346,35.25596391,37.98857143,37.51405714,27.3433985,38.48178045,55.08523308,30.41727519,74.85112782,27.59285414,37.66592481,32.03014737,19.42015038,34.33364211,49.92433083,54.28821654,63.4726015,72.99753383,40.24637594,74.2881203,50.24697744,69.44914286,52.18213534,83.32006015
66.08273684,37.15370526,27.97831579,37.43595789,59.87305263,38.28277895,72.57473684,38.84728421,34.47031579,38.28277895,21.76863158,38.56503158,56.76821053,28.40374737,78.50210526,28.686,35.03431579,28.12149474,14.712,30.66176842,47.736,52.96042105,62.97789474,77.79852632,35.88126316,78.36315789,48.01831579,70.17789474,48.86526316,84.57284211
64.71858228,35.86122532,31.59068354,39.11939241,59.28789873,37.76196456,71.23564557,36.13275949,37.56455696,39.11939241,24.80202532,40.20577215,56.8435443,27.71507848,76.39473418,28.80121519,37.8361519,29.61581772,17.74237975,35.31815696,51.14126582,54.32567089,66.07594937,68.98875949,36.47817722,71.70410127,51.41286076,66.54501266,51.6844557,76.04901266
66.33431579,33.72126316,29.07705263,34.09768421,59.93684211,34.84968421,71.60336842,34.47410526,35.85094737,34.84968421,23.808,35.60252632,59.56042105,22.0544,79.13010526,25.06517895,41.12,24.68884211,14.02273684,28.82863158,49.75073684,52.88505263,61.44252632,73.61347368,39.23789474,72.86063158,50.15157895,67.59157895,49.776,83.02231579
64.55304348,36.52417391,32.21982609,38.0786087,58.40069565,37.53871304,69.52695652,36.52417391,36.88347826,38.70045217,26.31304348,39.01133913,56.53565217,27.83332174,76.05565217,27.50831304,39.6813913,30.30629565,19.78434783,31.23902609,49.008,57.66483478,61.75443478,74.45286957,35.32869565,75.69669565,48.69704348,72.27686957,49.0733913,80.93426087
65.3184,35.2704,30.3095808,38.702592,60.170496,36.29952,71.153664,33.55392,35.4579456,38.702592,24.1314816,39.045888,55.708416,31.151616,74.24256,23.943936,37.1740416,31.838208,15.8727936,32.312064,50.216448,63.757824,66.691584,73.368576,37.1740416,77.829888,50.559744,70.965504,51.932928,81.948672
65.45940984,38.90856393,32.05140984,39.26022295,59.83239344,39.61188197,71.08563934,39.61188197,37.32590164,39.61188197,25.01744262,39.61188197,55.96406557,31.17198689,76.46478689,31.72949508,39.43632787,30.82024918,18.336,33.28194098,47.17298361,59.30518033,60.88760656,79.70203279,32.05140984,79.35029508,46.8212459,71.61363934,47.17298361,93.06491803
65.37691429,38.12891429,29.21554286,39.55885714,58.43062857,39.35451429,72.11885714,38.74148571,35.95748571,39.96754286,22.06491429,40.37622857,54.75291429,27.70944,80.29074286,28.73092571,38.2048,28.11803429,13.07565714,31.18253714,46.17234286,55.90308571,63.53782857,78.78445714,33.30148571,80.01051429,47.19405714,70.81691429,48.21531429,90.02102857
72.35318519,34.41706667,28.65540741,32.82802963,63.87851852,34.94672593,78.97362963,36.00604444,35.54074074,33.35768889,20.97540741,33.88734815,57.78725926,27.00165926,87.184,28.5906963,39.24859259,26.472,14.61925926,25.41268148,44.016,53.22026667,66.52681481,78.64414815,30.50903704,77.3202963,45.86962963,74.93688889,46.39940741,88.70814815
64.15559281,35.25384431,30.75794012,35.25384431,57.23841916,36.14831138,71.91952096,35.95516168,37.52047904,36.17417964,23.82179641,37.0525509,56.70553293,25.74869461,75.4594491,28.83161677,37.18074252,26.00565269,17.39899401,30.11583234,47.97068263,51.18237126,61.84354491,70.96354491,34.35477844,71.73441916,47.97068263,62.74261078,48.74155689,82.52435928
64.95629268,35.2355122,29.11668293,35.2355122,59.20097561,36.54380488,72.01990244,36.80546341,35.65697561,36.80546341,22.05307317,36.54380488,58.15492683,26.8643122,78.29853659,30.26517073,38.53463415,27.3875122,16.2977561,30.26517073,47.69034146,50.14712195,61.03258537,72.38341463,32.51765854,72.90673171,48.21365854,65.32039024,47.16760976,81.01639024
69.44175342,37.85161644,28.69347945,35.69665753,62.5849863,38.24350685,76.29852055,39.81106849,35.35430137,37.26421918,21.05336986,36.48043836,57.38169863,30.64153425,83.93863014,32.17052055,39.98027397,29.5859726,13.80471233,29.23221918,48.15386301,57.33830137,64.15254795,80.55890411,30.2610411,78.79583562,45.93315068,77.22871233,46.12909589,88.19945205
67.50886957,35.72765217,30.66834783,33.62921739,61.21356522,36.89321739,74.97026087,37.35965217,36.73043478,35.96086957,23.90608696,34.32834783,60.51391304,28.26626087,80.33321739,30.83113043,40.92782609,28.26626087,18.38034783,28.2746087,48.62243478,53.44852174,60.04747826,73.73426087,32.06713043,72.33495652,47.92278261,67.43843478,46.05756522,81.89530435
65.37807194,35.63202302,30.19096403,34.39742158,59.51309353,36.5579741,71.85979856,35.94067338,35.12978417,35.94067338,24.32667626,34.70607194,58.89634532,29.15022734,77.10664748,26.37230504,38.83372662,29.4588777,17.84494964,27.29832518,45.93220144,64.02854676,60.13053237,76.992,32.04328058,76.68328058,45.00673381,73.59677698,45.31545324,84.39988489
66.05952,36.84864,26.58912,37.70688,60.0528,37.70688,72.49536,37.70688,32.16576,37.70688,19.72416,38.56512,55.33344,29.126496,78.93024,28.697472,34.74048,30.413664,14.14656,29.55552,45.46656,53.58144,63.91488,77.60736,30.87936,78.03648,45.89472,72.02976,47.18208,86.18784
64.7124898,34.26808163,30.85714286,32.22530612,58.87542857,34.85191837,69.96571429,34.85191837,36.11036735,33.39232653,25.60326531,33.10106122,57.12391837,27.84718367,76.67853061,29.30677551,40.4884898,28.13910204,20.05812245,25.80440816,46.90938776,54.40653061,58.5835102,67.83216327,33.77567347,66.6644898,46.90938776,63.74595918,45.74171429,77.75477551
66.21495652,35.63777391,30.4626087,37.50309565,59.99721739,36.57043478,72.12243478,35.63777391,37.30226087,37.50309565,23.93391304,37.50309565,58.13217391,30.35262609,75.54226087,28.48723478,38.54608696,30.66351304,19.27026087,33.1506087,48.80556522,58.64347826,64.34991304,73.5666087,34.81530435,74.18852174,49.73773913,71.70156522,50.35965217,82.89321739
67.03968,32.372016,27.13968,32.372016,60.38976,33.230064,73.6896,34.088112,33.36096,33.230064,20.06064,33.444576,58.24464,26.365536,80.55408,25.722,35.50608,25.507488,13.62528,24.220416,47.30448,52.9656,61.67712,74.41728,30.78672,74.41728,47.08992,71.84304,46.87536,83.64144
64.33249315,34.60727671,32.88986301,37.25194521,59.63046575,35.48883288,69.03386301,34.3133589,37.59123288,37.54579726,26.71890411,37.54579726,57.27978082,29.31780822,74.61764384,26.08536986,40.52975342,31.0809863,19.07835616,32.55024658,51.10882192,60.46684932,62.27572603,71.9270137,36.12230137,73.69052055,50.5209863,69.87024658,50.81490411,77.51013699
69.37515789,37.9984,28.73010526,36.86938947,61.84842105,37.62206316,76.14905263,39.50374737,35.88042105,37.62206316,21.95536842,38.37473684,56.15578947,28.28463158,82.17094737,31.97692632,36.25684211,25.95545263,15.93431579,29.71882105,46.79410526,54.55747368,66.36378947,75.25642105,32.11705263,74.50357895,48.29978947,70.36378947,47.17052632,88.42863158
65.79569231,38.30092308,30.86830769,40.22584615,58.64553846,40.22584615,72.67138462,40.22584615,36.91876923,41.87569231,23.44307692,41.60123077,55.89538462,30.6,76.52184615,31.15015385,36.64369231,30.32492308,17.66707692,34.45046154,48.19446154,52.05169231,66.34584615,78.72861538,32.79323077,78.45353846,47.64430769,71.02830769,47.91938462,81.47876923
67.00075472,39.15532075,28.95486792,36.32205283,61.33403774,38.75049057,73.47713208,40.36953962,35.02550943,36.72679245,22.88332075,36.72679245,57.6914717,32.27456604,80.35743396,33.08404528,39.88256604,30.65560755,17.21750943,28.63190943,47.57343396,54.94007547,61.33403774,76.39154717,30.16935849,73.55864151,46.3589434,69.91607547,45.54928302,83.67758491
66.22555752,38.06102655,29.01748673,37.30152212,61.29047788,38.82053097,72.68049558,38.82053097,35.47242478,38.06102655,23.32290265,38.06102655,54.45578761,29.32842478,81.79284956,32.74534513,38.88934513,28.56892035,14.9700531,30.84743363,47.9940531,49.46038938,63.18838938,76.78810619,34.33316814,77.16785841,47.6219469,67.67575221,47.6219469,83.6219469
65.36709934,38.58182781,30.7034702,38.29764238,58.54792053,41.13886093,72.75401325,40.28630464,36.38590728,40.57049007,23.31592053,38.29764238,53.04858278,31.36339073,80.70993377,34.88805298,40.02691391,31.00863576,14.7922649,31.76264901,44.90956291,59.60709934,61.95750993,81.76911258,29.28317881,80.34818543,45.19374834,77.22278146,45.19374834,87.16736424
67.51930435,35.2512,29.28,36.6501913,60.99026087,36.6501913,73.58191304,35.71753043,34.87513043,37.11652174,22.75095652,36.6501913,54.92765217,29.65513043,80.10991304,27.32337391,36.74086957,29.65513043,15.28904348,30.5877913,49.79791304,52.97206957,65.65356522,73.49113043,34.40869565,74.89043478,50.26434783,70.69252174,51.19721739,79.55373913
65.62869677,38.07669677,31.30590968,39.18348387,59.26234839,40.29089032,73.37868387,40.29089032,38.22596129,41.39829677,24.10900645,40.56774194,55.94074839,31.43349677,75.86972903,31.43349677,38.22596129,31.43349677,18.85006452,33.64769032,47.08335484,54.96092903,64.24443871,78.7652129,32.96701935,79.04206452,47.63705806,72.39886452,47.36020645,82.36366452
66.82494915,40.91227119,31.55715254,38.00298305,60.64352542,41.63877966,72.64189831,42.72976271,37.37410169,39.45762712,24.2852339,38.73030508,56.28122034,30.73138983,80.64081356,39.45762712,44.28284746,30.36772881,16.2864,32.1860339,48.17410169,59.82915254,58.09871186,84.17898305,33.01098305,82.36067797,47.55498305,75.08908475,45.73667797,92.90440678
65.17956923,37.09956923,30.52652308,37.09956923,60.22892308,37.42966154,71.44984615,37.42966154,35.80726154,37.75901538,25.90670769,37.75901538,56.26855385,30.16910769,76.40049231,27.52836923,40.09772308,30.82855385,18.97624615,30.16910769,46.69809231,60.20086154,61.87938462,78.35224615,33.49735385,79.01243077,46.69809231,73.4016,47.02818462,89.24307692
65.72171779,39.06139877,33.08407362,39.06139877,60.45761963,39.32466258,70.7231411,39.58733742,38.61143558,39.58733742,27.55671166,39.32466258,55.72004908,29.58566871,79.40907975,30.63848834,42.03327607,29.58566871,17.29142577,29.58566871,49.66615951,58.53879755,64.93251534,72.75209816,33.87386503,73.01536196,49.66615951,68.01393865,49.40289571,85.91234356
64.30814118,36.56301176,31.24743529,37.06785882,60.26992941,36.56301176,72.63642353,38.07755294,36.5472,37.06785882,25.94767059,37.82512941,55.72743529,26.72075294,78.18861176,28.73968941,40.08,27.22548706,19.63821176,28.48732235,46.89430588,60.03388235,62.03632941,66.84762353,35.78992941,66.09091765,48.66070588,64.32395294,49.16555294,75.42832941
65.81543662,35.0796169,31.07019718,36.28813521,60.07504225,35.38174648,71.55650704,35.0796169,37.11278873,37.19452394,24.42321127,36.59026479,57.35594366,29.6411493,74.57780282,28.13050141,40.13408451,28.73476056,19.89092958,32.3603831,47.98985915,55.92676056,64.60732394,70.73171831,34.69588732,71.6376338,49.50016901,70.12732394,49.8023662,79.79560563
63.48391489,37.42815319,32.44731915,38.34097021,57.67489362,38.49171064,68.58689362,36.98954894,37.31540426,38.64524255,26.66621277,39.25378723,57.87302128,29.9597617,74.13310638,30.73402553,41.27114894,32.25538723,21.18876596,33.47254468,50.09565957,59.33610213,60.44051064,71.81140426,34.8813617,72.72442553,49.52034043,69.31880851,49.29634043,78.76017021
67.42426891,39.62871933,28.4869916,37.46557311,61.65539496,39.26819496,73.19233613,40.71029244,34.61566387,37.82609748,22.71811765,38.54714622,56.24712605,30.25492437,80.76342857,30.97597311,39.5697479,29.21747899,18.03105882,26.6496,46.68020168,50.56771765,60.21297479,76.40309244,34.25505882,76.0424874,46.39704202,69.0490084,46.15260504,82.89236975
64.99718919,36.67632432,29.43740541,37.44864865,59.19913514,37.83524324,72.34075676,37.44864865,34.84886486,37.83524324,23.25362162,38.60843243,54.17427027,29.33223784,76.20583784,28.17271351,36.00864865,30.10525405,17.45556757,31.26477838,47.2172973,51.36345946,62.29189189,74.55481081,36.00864865,74.94140541,48.37708108,67.98356757,48.37708108,83.83048649
66.34579592,35.71964082,29.57191837,36.15742041,60.65436735,37.03307755,72.47510204,36.15742041,36.13812245,37.90863673,24.31836735,37.90863673,56.71444898,31.77962449,78.18808163,28.73848163,37.88963265,31.77962449,16.87640816,31.34174694,52.33665306,55.85789388,63.7195102,72.49371429,36.576,73.36946939,51.02302041,69.86742857,50.58514286,81.68718367
66.40334328,37.53836418,31.82471642,37.85853134,60.32023881,38.17869851,70.56573134,38.17869851,36.30734328,38.49886567,26.70232836,38.17869851,57.75904478,30.17437612,78.57026866,33.05595224,40.46973134,32.09545075,19.64704478,30.10839403,48.79450746,60.91099701,62.24167164,73.39773134,31.50447761,73.71797015,47.83379104,68.59486567,46.87307463,82.68250746
68.37643636,38.34144,30.1536,37.56139636,60.56814545,38.22789818,73.83621818,39.12148364,36.78370909,38.34144,23.52261818,37.95141818,58.07563636,27.43208727,78.51665455,30.93093818,36.73309091,26.76427636,16.89250909,31.71098182,48.67461818,52.40736,63.696,75.00392727,34.05381818,75.78414545,48.87447273,69.93338182,48.09512727,84.75490909
67.69098795,37.8586988,31.03518072,38.11836145,61.97204819,38.11836145,73.41050602,38.89850602,35.97513253,38.37860241,25.056,38.89850602,55.99228916,26.41966265,80.94939759,28.75951807,40.91450602,27.19980723,17.25686747,30.57946988,46.37378313,51.11710843,61.97204819,73.73436145,33.11537349,72.95421687,45.59363855,66.45513253,46.37378313,82.31306024
66.31882927,38.52667317,32.48468293,38.17787317,60.38868293,38.87547317,73.99258537,38.52667317,38.06517073,38.87547317,25.50868293,38.87547317,57.85678049,30.60136585,76.78282927,29.80651707,41.20429268,31.55059512,19.92749268,30.85291707,48.18107317,58.75746341,61.08643902,75.84858537,34.57717073,75.84858537,47.83219512,71.66360976,47.48331707,82.12760976
65.9606069,40.89997241,29.05555862,38.51917241,59.41274483,41.79244138,72.21053793,42.09037241,34.71028966,39.41164138,23.10355862,39.41164138,59.11547586,32.26857931,80.544,34.65004138,38.28215172,31.07817931,15.96049655,30.18571034,46.91288276,62.92369655,56.73401379,86.43575172,35.90068966,85.84055172,46.61495172,80.78102069,45.72248276,95.36441379
65.43435294,36.85816471,29.26117647,36.29734902,58.98478431,37.69938824,72.44486275,38.26020392,35.99121569,37.41898039,21.97019608,37.13857255,58.70431373,27.3241098,78.61396078,31.2499451,38.51482353,27.3241098,16.08156863,29.84784314,49.18839216,50.11388235,60.94745098,74.15278431,32.90666667,74.15278431,48.88972549,64.61929412,46.64658824,83.68690196
65.44246154,36.53446154,29.13969231,36.53446154,59.66676923,36.94707692,71.21815385,37.35969231,34.91538462,36.94707692,23.36492308,37.35969231,55.12892308,29.52184615,77.40553846,29.10923077,39.86584615,28.284,16.764,28.284,48.94153846,54.27323077,59.66676923,72.42461538,32.85230769,72.83723077,47.29107692,68.29938462,47.29107692,80.67507692
65.78834899,34.74568591,26.62808054,34.74568591,61.18099329,35.32162148,74.42641611,35.89749262,32.09879195,35.03362148,20.29336913,36.18542819,58.01363758,25.24368322,78.16977181,24.66781208,36.41814765,24.66781208,14.53465772,24.37987651,44.48021477,63.25175839,62.90834899,73.3298255,33.53879195,71.3144698,47.35957047,70.4504698,47.64757047,81.96789262
67.26504673,37.82714019,28.77263551,36.22295327,61.65173832,37.22557009,73.27940187,39.83192523,34.58646729,36.624,22.15671028,36.82452336,56.23850467,28.60481495,80.89794393,31.21108037,39.39813084,27.80285607,14.33764486,29.40672897,47.61779439,51.25906542,63.456,76.9211215,30.17585047,76.3195514,46.62011215,72.25928972,46.4151028,83.73757009
66.928,36.94633333,34.15466667,38.436,61.26733333,38.13806667,71.09933333,36.6484,39.22,38.73393333,28.494,38.13806667,59.18133333,30.98753333,78.25,31.8814,43.09266667,32.47726667,23.13133333,31.8814,51.13733333,62.56933333,65.43866667,71.50733333,36.538,73.29466667,49.89133333,70.44,50.518,78.60466667
70.21636923,36.62867692,27.5328,36.40866462,61.63544615,35.52856615,77.0368,38.60883692,36.11372308,35.30855385,20.93243077,38.16876308,56.79507692,25.40785231,84.73747692,29.80814769,38.75396923,25.40785231,14.77218462,28.70808615,46.89427692,49.60984615,65.59606154,76.01132308,34.32123077,75.5456,47.11433846,71.61107692,47.11433846,84.81230769
68.10661463,35.99817366,27.2963122,34.95172683,60.36339512,36.41673366,74.59480976,37.46313366,34.41201951,35.78889366,20.18107317,35.78889366,54.71250732,29.71963317,82.5473561,30.97536,37.55145366,28.25467317,12.6467122,30.13819317,44.8764878,54.20581463,61.6188878,77.64573659,30.22641951,77.0177561,44.66716098,75.55293659,44.45783415,86.64491707
64.95230075,37.51795489,31.20721805,34.92162406,59.7603609,37.84204511,69.81942857,37.84204511,36.07434586,36.5442406,24.71747368,36.22015038,57.47512782,28.39795489,75.9843609,30.37930827,37.04733835,25.18772932,17.57882707,29.73040602,47.43049624,53.09233083,57.48956391,70.93822556,35.74953383,70.28932331,46.45750376,64.44920301,47.10640602,78.72577444
65.37852632,36.95873684,28.96736842,37.52273684,58.60421053,38.652,72.71684211,38.08736842,36.588,38.652,21.62842105,38.93431579,55.49936842,27.07957895,78.08021053,29.90210526,36.588,27.36189474,15.98336842,31.03073684,49.85431579,56.43410526,64.81389474,72.80526316,31.50757895,74.21621053,49.28968421,69.13578947,49.28968421,79.86126316
63.6832,36.15168,28.6456,36.86672,59.7504,37.22424,69.0464,36.5092,34.3664,37.22424,23.6408,37.58176,54.8904,28.00416,77.2696,29.35872,38.6568,29.35872,17.3248,28.13968,49.0248,50.8104,61.896,72.9768,35.7968,73.692,48.3096,67.6144,49.3824,81.5576
67.64492308,35.80676923,30.51692308,33.05661538,61.59446154,36.08184615,72.59507692,37.18215385,35.74276923,34.70646154,25.84184615,34.15692308,59.66953846,28.38153846,80.84615385,30.30646154,39.59261538,27.83138462,19.24123077,26.18092308,47.95938462,57.15446154,58.29415385,74.85969231,33.81723077,72.65969231,45.64307692,68.53415385,44.81846154,81.73538462
68.12988235,34.79278431,28.59168627,36.47498039,62.52172549,35.91466667,74.29898039,35.35372549,36.16313725,36.75545098,22.98352941,37.87733333,58.03545098,24.13709804,81.58996078,24.97832157,39.52815686,24.97832157,15.97301961,29.74556863,51.30541176,53.58054902,65.32580392,76.85458824,37.28439216,76.01317647,51.30541176,69.56423529,51.58588235,86.38870588
70.02061856,31.71364948,28.88709278,33.03983505,63.8291134,33.03983505,76.2131134,33.92461856,36.84816495,33.92461856,23.13698969,35.25179381,62.9443299,21.98281237,84.17418557,25.96354639,40.82870103,25.07886186,16.94449485,25.96354639,51.00173196,50.29014433,66.04008247,74.17435052,38.17534021,72.84717526,51.00173196,66.65468041,51.88651546,83.02020619
66.95837288,37.99566102,28.78210169,37.63208136,60.05044068,38.72282034,73.13979661,38.72282034,36.05369492,38.72282034,21.51050847,39.08664407,55.88908475,29.50031186,78.95674576,31.45114576,37.43430508,28.1451661,14.23891525,31.45114576,48.41572881,56.53830508,63.32257627,75.08176271,33.14522034,75.80827119,49.14305085,71.4459661,48.77938983,83.44433898
